,cell_type,gene,avg_logFC,p_val,p_val_adj,de_family,de_method,de_type
9744,cell,MTMR2,1.75597541217373,0.011373024627159,0.0518781798498356,pseudobulk,edgeR,QLF
9745,cell,MTMR3,0.692974272833299,0.122072723290927,0.253806758981426,pseudobulk,edgeR,QLF
9746,cell,MTMR4,0.516418272190949,0.36170884942877,0.525072262592768,pseudobulk,edgeR,QLF
9747,cell,MTMR6,0.905680411544702,0.0614353611216693,0.161075675518889,pseudobulk,edgeR,QLF
9748,cell,MTMR7,0.769296998155901,0.0433078524597518,0.127429888638474,pseudobulk,edgeR,QLF
9749,cell,MTMR8,1.10816375040894,0.0048429871169258,0.0285678038282416,pseudobulk,edgeR,QLF
9750,cell,MTMR9,0.867699503393184,0.0510322238056109,0.142706333482166,pseudobulk,edgeR,QLF
9751,cell,MTNR1A,0.894695789180552,0.10404436742048,0.22804177921584,pseudobulk,edgeR,QLF
9752,cell,MTNR1B,0.277245092012885,0.416720464160017,0.577421446958818,pseudobulk,edgeR,QLF
9753,cell,MTO1,0.444477078762871,0.229110546541016,0.386171147124799,pseudobulk,edgeR,QLF
9754,cell,MTOR,0.271019913653984,0.452095317332806,0.608755548577209,pseudobulk,edgeR,QLF
9755,cell,MTPAP,0.315269076209316,0.369254152148716,0.531306676377217,pseudobulk,edgeR,QLF
9756,cell,MTR,1.30304607458322,0.131752962626274,0.267056754934281,pseudobulk,edgeR,QLF
9757,cell,MTRES1,-0.237145133777249,0.593255932557533,0.726579629977462,pseudobulk,edgeR,QLF
9758,cell,MTREX,0.273216184077124,0.331691730338104,0.496045113017202,pseudobulk,edgeR,QLF
9759,cell,MTRF1,0.994591508167283,0.0776717207605362,0.187830449199593,pseudobulk,edgeR,QLF
9760,cell,MTRF1L,2.16833801531144,0.000113261565594392,0.00170714349539743,pseudobulk,edgeR,QLF
9761,cell,MTRFR,1.62883139353582,0.00608145525615845,0.0338100533802534,pseudobulk,edgeR,QLF
9762,cell,MTRNR2L1,-1.06698036384213,0.0262693337427708,0.091311146658621,pseudobulk,edgeR,QLF
9763,cell,MTRNR2L10,1.74177384393104,0.00401126793940854,0.0250321723421038,pseudobulk,edgeR,QLF
9764,cell,MTRNR2L3,0.685523088384785,0.205697590619968,0.360200570902438,pseudobulk,edgeR,QLF
9765,cell,MTRNR2L4,3.12867642560694,7.16831092696836e-10,1.60317518138972e-07,pseudobulk,edgeR,QLF
9766,cell,MTRNR2L5,1.05353981678511,0.0551885145975989,0.14986485598797,pseudobulk,edgeR,QLF
9767,cell,MTRNR2L6,-0.0192374112421049,0.965113487410956,0.98254990269031,pseudobulk,edgeR,QLF
9768,cell,MTRNR2L7,0.859216649334304,0.0399794440907225,0.121488529029025,pseudobulk,edgeR,QLF
9769,cell,MTRNR2L8,0.940327003070171,0.02433935838732,0.0875728612346245,pseudobulk,edgeR,QLF
9770,cell,MTRR,1.62519776279453,0.00501526267401147,0.0293531019783135,pseudobulk,edgeR,QLF
9771,cell,MTSS1,0.0255107604083443,0.943088709196838,0.972180130492916,pseudobulk,edgeR,QLF
9772,cell,MTSS2,-1.32133966378895,0.00704545168426886,0.0373242840208748,pseudobulk,edgeR,QLF
9773,cell,MTTP,1.42748944989598,0.00437155940148014,0.0265770400377998,pseudobulk,edgeR,QLF
9774,cell,MTURN,0.313604204025703,0.636524515154337,0.760762672442027,pseudobulk,edgeR,QLF
9775,cell,MTUS1,0.138442954759474,0.778662604857977,0.865376565918548,pseudobulk,edgeR,QLF
9776,cell,MTUS2,1.65160682648087,0.00427003064350054,0.0261813928165157,pseudobulk,edgeR,QLF
9777,cell,MTX1,-0.341552811071912,0.512424966888997,0.660385432162082,pseudobulk,edgeR,QLF
9778,cell,MTX2,1.04473909862298,0.056161038287019,0.151375099151659,pseudobulk,edgeR,QLF
9779,cell,MTX3,0.383472036299771,0.362894410094541,0.525072262592768,pseudobulk,edgeR,QLF
9780,cell,MUC1,0.286247044743359,0.466221268287626,0.621317454708546,pseudobulk,edgeR,QLF
9781,cell,MUC12,0.856704570908529,0.0160709758916022,0.0657350453294666,pseudobulk,edgeR,QLF
9782,cell,MUC13,2.83040704270334,2.26912588807354e-06,8.65516122431432e-05,pseudobulk,edgeR,QLF
9783,cell,MUC15,1.07827954869891,0.0222033354568074,0.082186269684535,pseudobulk,edgeR,QLF
9784,cell,MUC16,1.231962114824,0.689015906581878,0.800902519089909,pseudobulk,edgeR,QLF
9785,cell,MUC17,1.67636767677229,0.00623537330932062,0.0343648474168664,pseudobulk,edgeR,QLF
9786,cell,MUC19,0.378328692728024,0.291591545802761,0.453494998108322,pseudobulk,edgeR,QLF
9787,cell,MUC2,1.88951391574698,0.00133368994088709,0.0113537128148909,pseudobulk,edgeR,QLF
9788,cell,MUC20,-0.787842837838841,0.106820379118906,0.232134884227641,pseudobulk,edgeR,QLF
9789,cell,MUC21,0.1972014420512,0.739583986428724,0.837413981355464,pseudobulk,edgeR,QLF
9790,cell,MUC22,-0.920183302964966,0.123092563852966,0.255131096659701,pseudobulk,edgeR,QLF
9791,cell,MUC3A,1.93056484469169,4.7198580448584e-05,0.000892848579811714,pseudobulk,edgeR,QLF
9792,cell,MUC4,0.637583909419145,0.0857406952240651,0.201228251922276,pseudobulk,edgeR,QLF
9793,cell,MUC5AC,-0.199000373301614,0.542361753990166,0.684977183707095,pseudobulk,edgeR,QLF
9794,cell,MUC5B,-0.89473139570371,0.0346967966962552,0.110607528965741,pseudobulk,edgeR,QLF
9795,cell,MUC6,-0.326360313382902,0.669167631840185,0.7859734932813,pseudobulk,edgeR,QLF
9796,cell,MUC7,0.241183244337749,0.604595797856329,0.736139488322752,pseudobulk,edgeR,QLF
9797,cell,MUC8,-1.21999080143305,0.0163311887593432,0.0662770876361677,pseudobulk,edgeR,QLF
9798,cell,MUCL1,0.90648938486381,0.821924941064782,0.895139228190473,pseudobulk,edgeR,QLF
9799,cell,MUCL3,0.702437935129961,0.607744456351407,0.738767570377114,pseudobulk,edgeR,QLF
9800,cell,MUL1,-0.221341008664506,0.652133298675802,0.772291446787369,pseudobulk,edgeR,QLF
9801,cell,MUS81,0.444851028186018,0.405483660148154,0.566565377862264,pseudobulk,edgeR,QLF
9802,cell,MUSK,-0.794172407724197,0.0931642409073181,0.212274802988114,pseudobulk,edgeR,QLF
9803,cell,MUSTN1,0.379470947438012,0.273513392111002,0.434879531979746,pseudobulk,edgeR,QLF
9804,cell,MUTYH,1.64179144396641,0.00108430251779854,0.00962150835488984,pseudobulk,edgeR,QLF
9805,cell,MVB12A,-0.330162234301084,0.523506376155552,0.669118133903471,pseudobulk,edgeR,QLF
9806,cell,MVB12B,0.434814809660096,0.310650449147406,0.474316648452638,pseudobulk,edgeR,QLF
9807,cell,MVD,3.68309455270317,5.4633795915425e-09,6.97965453023635e-07,pseudobulk,edgeR,QLF
9808,cell,MVK,1.27258643397772,0.0294829675112307,0.099066170062957,pseudobulk,edgeR,QLF
9809,cell,MVP,-0.0144819155089707,0.969989664020298,0.985309182730999,pseudobulk,edgeR,QLF
9810,cell,MX1,2.61726517081493,4.55150225121126e-05,0.000881564070504595,pseudobulk,edgeR,QLF
9811,cell,MX2,2.61644642741162,3.38230920780861e-07,1.83926621994304e-05,pseudobulk,edgeR,QLF
9812,cell,MXD1,1.6471467076693,0.00220555068211207,0.0163700482780559,pseudobulk,edgeR,QLF
9813,cell,MXD3,0.219675233349546,0.595661270182624,0.728623397242391,pseudobulk,edgeR,QLF
9814,cell,MXD4,0.381677254272938,0.365868098296844,0.528057523205622,pseudobulk,edgeR,QLF
9815,cell,MXI1,0.291167049923695,0.381607983661534,0.544531812905724,pseudobulk,edgeR,QLF
9816,cell,MXRA5,-1.46189354178508,0.000685095937981642,0.0068590496163358,pseudobulk,edgeR,QLF
9817,cell,MXRA7,-1.43397774874859,0.000894329454437916,0.0084503713192381,pseudobulk,edgeR,QLF
9818,cell,MXRA8,-1.10050470411683,6.81564527210644e-09,8.41890169637943e-07,pseudobulk,edgeR,QLF
9819,cell,MYADM,0.640456880939544,0.0975935303568135,0.219077449538487,pseudobulk,edgeR,QLF
9820,cell,MYADML2,0.263866258285006,0.562571847831196,0.70216074048096,pseudobulk,edgeR,QLF
9821,cell,MYB,0.718946735701316,0.701650864108298,0.8097006692661,pseudobulk,edgeR,QLF
9822,cell,MYBBP1A,-0.809298303359995,0.0923214944384622,0.211121415297796,pseudobulk,edgeR,QLF
9823,cell,MYBL1,0.835737360484897,0.0455538113068723,0.131650091183109,pseudobulk,edgeR,QLF
9824,cell,MYBL2,2.7589401710645,1.37817903698993e-08,1.43578054228996e-06,pseudobulk,edgeR,QLF
9825,cell,MYBPC1,0.113241658183243,0.899800023954711,0.945791493198269,pseudobulk,edgeR,QLF
9826,cell,MYBPC2,0.153313960534713,0.489547985785933,0.64257910139896,pseudobulk,edgeR,QLF
9827,cell,MYBPC3,1.70015177655738,9.73761095218732e-05,0.00156709162623122,pseudobulk,edgeR,QLF
9828,cell,MYBPH,1.05877565338805,0.0265143481299571,0.0918546844947919,pseudobulk,edgeR,QLF
9829,cell,MYBPHL,-0.412246925702413,0.399005440024539,0.56049019496785,pseudobulk,edgeR,QLF
9830,cell,MYC,1.21624264153099,0.0204586758305685,0.0775707074476836,pseudobulk,edgeR,QLF
9831,cell,MYCBP,-0.294374524196016,0.542424678938907,0.684990190356702,pseudobulk,edgeR,QLF
9832,cell,MYCBP2,-0.564268652233119,0.133210932696561,0.268829256634342,pseudobulk,edgeR,QLF
9833,cell,MYCBPAP,1.11800743301968,0.0411916177364654,0.123938892447384,pseudobulk,edgeR,QLF
9834,cell,MYCL,0.292789832904925,0.472567493514326,0.626952762574095,pseudobulk,edgeR,QLF
9835,cell,MYCN,0.778979121122746,0.0879935483613558,0.204365043461089,pseudobulk,edgeR,QLF
9836,cell,MYCT1,0.134207860423186,0.36289250972284,0.525072262592768,pseudobulk,edgeR,QLF
9837,cell,MYD88,2.0571024038516,0.000384730917408529,0.00448500066968992,pseudobulk,edgeR,QLF
9838,cell,MYDGF,-0.058072115079555,0.821296336698555,0.895139228190473,pseudobulk,edgeR,QLF
9839,cell,MYEF2,0.492212509967817,0.343667038244735,0.508134850950976,pseudobulk,edgeR,QLF
9840,cell,MYEOV,0.793622875088337,0.0569969411839785,0.153065312911882,pseudobulk,edgeR,QLF
9841,cell,MYF5,0.758359745698136,0.0636739929691184,0.165364427298802,pseudobulk,edgeR,QLF
9842,cell,MYF6,0.279156556973695,0.603472393860178,0.735060943192312,pseudobulk,edgeR,QLF
9843,cell,MYG1,2.11564493906351,8.98470910437651e-05,0.00146616617860744,pseudobulk,edgeR,QLF
9844,cell,MYH1,0.476748518764061,0.249057169986799,0.408352174278638,pseudobulk,edgeR,QLF
9845,cell,MYH10,-1.1245473659812,0.0142516472762652,0.0608984478801599,pseudobulk,edgeR,QLF
9846,cell,MYH11,0.129331872625746,0.601872975873429,0.733590455857753,pseudobulk,edgeR,QLF
9847,cell,MYH13,1.12303555923475,0.0566699132636297,0.152438307209868,pseudobulk,edgeR,QLF
9848,cell,MYH14,0.637208763135135,0.211368179323097,0.366329611664598,pseudobulk,edgeR,QLF
9849,cell,MYH15,0.952715013843617,0.0538569778632981,0.147271712521073,pseudobulk,edgeR,QLF
9850,cell,MYH2,1.19112151731163,0.00556097703888785,0.0317099797399377,pseudobulk,edgeR,QLF
9851,cell,MYH3,0.842944756792562,0.0491293288056574,0.139192377383199,pseudobulk,edgeR,QLF
9852,cell,MYH4,0.977539660243396,0.0348453240361944,0.110830720658477,pseudobulk,edgeR,QLF
9853,cell,MYH6,1.28065941239576,0.0223754125101444,0.0825605953220251,pseudobulk,edgeR,QLF
9854,cell,MYH7,0.702435858739369,0.0192808937892805,0.0744976492757844,pseudobulk,edgeR,QLF
9855,cell,MYH7B,0.650809866648848,0.0988521291918743,0.220865101273031,pseudobulk,edgeR,QLF
9856,cell,MYH8,-0.0636467396562293,0.926758558135691,0.963451166050089,pseudobulk,edgeR,QLF
9857,cell,MYH9,-0.220319868100046,0.0981050655585682,0.219855302510923,pseudobulk,edgeR,QLF
9858,cell,MYL1,0.838512416325591,0.031943318788965,0.104637650518401,pseudobulk,edgeR,QLF
9859,cell,MYL10,0.767119317612047,0.0817807353289148,0.194587865206649,pseudobulk,edgeR,QLF
9860,cell,MYL12A,0.383097640988351,0.159186187212521,0.303966089669117,pseudobulk,edgeR,QLF
9861,cell,MYL12B,0.0347522528214156,0.804957926208171,0.883080390485765,pseudobulk,edgeR,QLF
9862,cell,MYL2,0.883998829759441,0.0166132881044792,0.0670861766020232,pseudobulk,edgeR,QLF
9863,cell,MYL3,0.844984946266744,0.0472667697741134,0.135321533357907,pseudobulk,edgeR,QLF
9864,cell,MYL4,0.108971990725313,0.362892417168196,0.525072262592768,pseudobulk,edgeR,QLF
9865,cell,MYL5,-0.00803727117783131,0.985100367996448,0.991986460671671,pseudobulk,edgeR,QLF
9866,cell,MYL6,-0.144106857744329,0.358674275849066,0.52224926917188,pseudobulk,edgeR,QLF
9867,cell,MYL6B,-0.787434185723259,0.0385844296406937,0.118406841338963,pseudobulk,edgeR,QLF
9868,cell,MYL7,-1.19024467785787,0.350895833741704,0.514617792966683,pseudobulk,edgeR,QLF
9869,cell,MYL9,-0.493994434333128,0.00259629418850076,0.0182327105436432,pseudobulk,edgeR,QLF
9870,cell,MYLIP,0.259685808335266,0.568850980301815,0.707488730051973,pseudobulk,edgeR,QLF
9871,cell,MYLK,-0.7308043173537,0.000399949993435168,0.00464210782672854,pseudobulk,edgeR,QLF
9872,cell,MYLK2,1.4556673641769,0.00248816122121455,0.0179047774298201,pseudobulk,edgeR,QLF
9873,cell,MYLK3,-0.763891365491982,0.0940214433954905,0.213363399995172,pseudobulk,edgeR,QLF
9874,cell,MYLK4,-0.474868517248324,0.289568323250264,0.451289134798123,pseudobulk,edgeR,QLF
9875,cell,MYLPF,2.050111719818,1.70210352734694e-05,0.000412843107829326,pseudobulk,edgeR,QLF
9876,cell,MYMK,0.492991559758634,0.197207855999791,0.351485130553793,pseudobulk,edgeR,QLF
9877,cell,MYMX,-1.44997712189369,0.184001884959849,0.334731606190491,pseudobulk,edgeR,QLF
9878,cell,MYNN,0.851056116153455,0.0245276085827237,0.0880463732265131,pseudobulk,edgeR,QLF
9879,cell,MYO10,0.833456253770056,0.0207071315060601,0.0782446742642429,pseudobulk,edgeR,QLF
9880,cell,MYO15A,-0.02139088290716,0.936721028678806,0.968543437556158,pseudobulk,edgeR,QLF
9881,cell,MYO15B,-0.65693282047067,0.0556280652456304,0.150656987507115,pseudobulk,edgeR,QLF
9882,cell,MYO16,1.06143701485058,0.0116147715662833,0.0525822134112418,pseudobulk,edgeR,QLF
9883,cell,MYO18A,-0.754518851351938,0.122678482412522,0.254697134234011,pseudobulk,edgeR,QLF
9884,cell,MYO18B,0.880741879217201,0.0803475523081622,0.192330922183245,pseudobulk,edgeR,QLF
9885,cell,MYO19,1.13976768487337,0.028239189035859,0.0961689526925036,pseudobulk,edgeR,QLF
9886,cell,MYO1A,0.917048432414261,0.0729560465459295,0.180250194494691,pseudobulk,edgeR,QLF
9887,cell,MYO1B,-0.275645078776553,0.443031810432723,0.600275460544019,pseudobulk,edgeR,QLF
9888,cell,MYO1C,-0.434661408917024,0.34998991280238,0.513693095183348,pseudobulk,edgeR,QLF
9889,cell,MYO1D,-0.179665095374083,0.669291406498665,0.7859734932813,pseudobulk,edgeR,QLF
9890,cell,MYO1E,-0.163019589880118,0.674571340242094,0.790099681445168,pseudobulk,edgeR,QLF
9891,cell,MYO1F,-0.0989118154561289,0.882894713963873,0.935018659866388,pseudobulk,edgeR,QLF
9892,cell,MYO1G,1.33194323602667,0.0116971847336055,0.0527887465887275,pseudobulk,edgeR,QLF
9893,cell,MYO1H,0.704550946143595,0.0608574957563761,0.160033374857297,pseudobulk,edgeR,QLF
9894,cell,MYO3A,1.52942033136845,0.000521399338382099,0.0055731463951306,pseudobulk,edgeR,QLF
9895,cell,MYO3B,1.17991362706319,0.0169957379212295,0.0680559260856101,pseudobulk,edgeR,QLF
9896,cell,MYO5A,0.441458902494305,0.152254190019317,0.294287058758832,pseudobulk,edgeR,QLF
9897,cell,MYO5B,0.0763370916815362,0.901409477390927,0.946896236331132,pseudobulk,edgeR,QLF
9898,cell,MYO5C,0.477255092079403,0.173757417391985,0.322255478690992,pseudobulk,edgeR,QLF
9899,cell,MYO6,0.763906617575147,0.158400163115291,0.302895418219565,pseudobulk,edgeR,QLF
9900,cell,MYO7A,-1.18441519643124,0.0162071548529849,0.0659461966714232,pseudobulk,edgeR,QLF
9901,cell,MYO7B,1.61426109794925,0.00673477113534796,0.036107200694599,pseudobulk,edgeR,QLF
9902,cell,MYO9A,-0.866225902677349,0.0796216037263855,0.191105590511638,pseudobulk,edgeR,QLF
9903,cell,MYO9B,-0.177893218531948,0.615013728281822,0.744933830762553,pseudobulk,edgeR,QLF
9904,cell,MYOC,0.742206434424388,0.115038695101623,0.243166951470766,pseudobulk,edgeR,QLF
9905,cell,MYOCD,-0.863353235734086,0.0649508716042396,0.167468020066668,pseudobulk,edgeR,QLF
9906,cell,MYOCOS,0.902914189854876,0.0262793172049284,0.091311815295515,pseudobulk,edgeR,QLF
9907,cell,MYOD1,-0.641196256588175,0.110664899973716,0.238213700439671,pseudobulk,edgeR,QLF
9908,cell,MYOF,-0.344696147336071,0.423737914285694,0.583719318852051,pseudobulk,edgeR,QLF
9909,cell,MYOG,0.291398543397106,0.514425396723788,0.661911044404807,pseudobulk,edgeR,QLF
9910,cell,MYOM1,0.455021688857691,0.361068995275442,0.524833143693699,pseudobulk,edgeR,QLF
9911,cell,MYOM2,0.367395388213007,0.49859921564926,0.64989762201528,pseudobulk,edgeR,QLF
9912,cell,MYOM3,0.180373166343062,0.331059236405521,0.495539433226529,pseudobulk,edgeR,QLF
9913,cell,MYORG,3.50540330033175,1.49051055953263e-10,7.72250082122297e-08,pseudobulk,edgeR,QLF
9914,cell,MYOT,0.321540022534834,0.405181507844448,0.566397772938218,pseudobulk,edgeR,QLF
9915,cell,MYOZ1,0.482956914197261,0.119775886184029,0.250342876412427,pseudobulk,edgeR,QLF
9916,cell,MYOZ2,2.46321938107694,5.21882252008437e-05,0.00096953662992643,pseudobulk,edgeR,QLF
9917,cell,MYOZ3,0.0450861990537474,0.926611898990074,0.963401320536854,pseudobulk,edgeR,QLF
9918,cell,MYPN,1.32205803151191,0.00568241793211476,0.0322061200548718,pseudobulk,edgeR,QLF
9919,cell,MYPOP,0.901015976478687,0.124493702643449,0.257092176893889,pseudobulk,edgeR,QLF
9920,cell,MYRF,2.02713490149364,0.000283178455265294,0.00353537118313806,pseudobulk,edgeR,QLF
9921,cell,MYRFL,0.883214298431398,0.445849683658717,0.602171491643909,pseudobulk,edgeR,QLF
9922,cell,MYRIP,0.249512251740327,0.598824620004708,0.731260757648803,pseudobulk,edgeR,QLF
9923,cell,MYSM1,0.0209775469024276,0.959050590234844,0.979907510767478,pseudobulk,edgeR,QLF
9924,cell,MYT1,0.247349918479386,0.647865373718853,0.769043782256988,pseudobulk,edgeR,QLF
9925,cell,MYT1L,3.39570765069671,2.19007829362987e-10,8.88029137669223e-08,pseudobulk,edgeR,QLF
9926,cell,MYZAP,3.07456961315449,7.45847352634293e-08,5.70145279562903e-06,pseudobulk,edgeR,QLF
9927,cell,MZB1,-0.772727445851608,0.0228815751475488,0.0838811202146384,pseudobulk,edgeR,QLF
9928,cell,MZF1,0.0130795009458599,0.976631564227375,0.988090141951943,pseudobulk,edgeR,QLF
9929,cell,MZT1,0.598837933198983,0.209547833893074,0.364529583825183,pseudobulk,edgeR,QLF
9930,cell,MZT2A,0.0135788681699085,0.987503212007103,0.993345907935357,pseudobulk,edgeR,QLF
9931,cell,N4BP1,1.49806911136379,0.000729256009232966,0.00717409780015345,pseudobulk,edgeR,QLF
9932,cell,N4BP2,0.323395168767415,0.512028272596906,0.660329899777189,pseudobulk,edgeR,QLF
9933,cell,N4BP2L1,0.308172876129474,0.325941144775228,0.49047633984248,pseudobulk,edgeR,QLF
9934,cell,N4BP2L2,-0.31972485447506,0.470248650561627,0.624809647405291,pseudobulk,edgeR,QLF
9935,cell,N4BP3,0.534559630074356,0.393120187242706,0.555322457774232,pseudobulk,edgeR,QLF
9936,cell,N6AMT1,0.385666724911082,0.295011076729758,0.457666773373843,pseudobulk,edgeR,QLF
9937,cell,NAA10,-0.232200592819413,0.648465073207789,0.769337867545698,pseudobulk,edgeR,QLF
9938,cell,NAA11,0.740567611157631,0.117978959594224,0.247585908455385,pseudobulk,edgeR,QLF
9939,cell,NAA15,-0.123855627183637,0.683943196223164,0.797429329604314,pseudobulk,edgeR,QLF
9940,cell,NAA16,-0.669009058804183,0.0537422668688837,0.147039669154107,pseudobulk,edgeR,QLF
9941,cell,NAA20,2.48403718821818,1.21935660739474e-06,5.26468505581638e-05,pseudobulk,edgeR,QLF
9942,cell,NAA25,-1.00031950242384,0.093068423305476,0.212136893357016,pseudobulk,edgeR,QLF
9943,cell,NAA30,1.98818577874175,0.0010552825469095,0.00947671163454786,pseudobulk,edgeR,QLF
9944,cell,NAA35,0.386886709525418,0.430207454589332,0.589280270470752,pseudobulk,edgeR,QLF
9945,cell,NAA38,0.830060019247579,0.240066424719662,0.398752547998317,pseudobulk,edgeR,QLF
9946,cell,NAA40,0.561669046777695,0.222179385674834,0.379009502616335,pseudobulk,edgeR,QLF
9947,cell,NAA50,-0.368848516884406,0.400048679324038,0.561410576085469,pseudobulk,edgeR,QLF
9948,cell,NAA60,0.0471717125274488,0.887653754058764,0.937568255320464,pseudobulk,edgeR,QLF
9949,cell,NAA80,1.34760718592197,0.00757758175487142,0.0392276033560538,pseudobulk,edgeR,QLF
9950,cell,NAAA,0.514564945728663,0.343750931051233,0.508134850950976,pseudobulk,edgeR,QLF
9951,cell,NAALAD2,-1.19244976194829,0.215612351014888,0.371201917217066,pseudobulk,edgeR,QLF
9952,cell,NAALADL1,0.848414054376096,0.0311086015205764,0.102663506795874,pseudobulk,edgeR,QLF
9953,cell,NAALADL2,-0.405303746520872,0.419088407043787,0.579186361444885,pseudobulk,edgeR,QLF
9954,cell,NAB1,-0.231064106826345,0.700814915585053,0.809036318963447,pseudobulk,edgeR,QLF
9955,cell,NAB2,0.385143144915651,0.26024417443665,0.420084322076366,pseudobulk,edgeR,QLF
9956,cell,NABP1,-0.229048251172543,0.485940439688941,0.639373665425941,pseudobulk,edgeR,QLF
9957,cell,NABP2,1.04730099487293,0.0264176293042108,0.0916899184559248,pseudobulk,edgeR,QLF
9958,cell,NACA,-0.39845182982604,0.042969363561956,0.126753846142275,pseudobulk,edgeR,QLF
9959,cell,NACA2,3.12803055866187,2.12506515181893e-07,1.30383931617522e-05,pseudobulk,edgeR,QLF
9960,cell,NACAD,0.0768192906492421,0.818017154878077,0.892991687509416,pseudobulk,edgeR,QLF
9961,cell,NACC1,0.800301517958156,0.134695547981729,0.270464267954084,pseudobulk,edgeR,QLF
9962,cell,NACC2,0.377379533612876,0.278214272212204,0.439516900628488,pseudobulk,edgeR,QLF
9963,cell,NADK,-0.77647885897584,0.0992578607077396,0.221295567706069,pseudobulk,edgeR,QLF
9964,cell,NADK2,0.230726199456691,0.524879641455991,0.670414517505408,pseudobulk,edgeR,QLF
9965,cell,NADSYN1,2.14941452145972,0.000316199208825967,0.00384970472782111,pseudobulk,edgeR,QLF
9966,cell,NAE1,0.505553978207461,0.168431447455807,0.315546741456982,pseudobulk,edgeR,QLF
9967,cell,NAF1,-0.345047215197041,0.718137566538168,0.822366275237593,pseudobulk,edgeR,QLF
9968,cell,NAGA,0.454074399102479,0.190037421571557,0.34210771037088,pseudobulk,edgeR,QLF
9969,cell,NAGK,-0.852535934815458,0.0106442194660596,0.0494116429768399,pseudobulk,edgeR,QLF
9970,cell,NAGLU,0.880096072028484,0.0163302347951096,0.0662770876361677,pseudobulk,edgeR,QLF
9971,cell,NAGPA,2.15433528134552,0.000729256349404404,0.00717409780015345,pseudobulk,edgeR,QLF
9972,cell,NAGS,0.653215308712111,0.068797760789272,0.173156891777625,pseudobulk,edgeR,QLF
9973,cell,NAIF1,1.61649078339553,0.00594408615292899,0.0333440886990771,pseudobulk,edgeR,QLF
9974,cell,NAIP,0.324148416591814,0.428519350494702,0.587917831954924,pseudobulk,edgeR,QLF
9975,cell,NALCN,-0.262509351184272,0.630104163026331,0.755800826287275,pseudobulk,edgeR,QLF
9976,cell,NAMPT,0.884951077334095,1.86675081549116e-06,7.3768297056231e-05,pseudobulk,edgeR,QLF
9977,cell,NANOGNB,0.637446252145693,0.137618031359353,0.275088577956772,pseudobulk,edgeR,QLF
9978,cell,NANOGP8,1.54618979590488,0.00953466027166654,0.0462163418365707,pseudobulk,edgeR,QLF
9979,cell,NANOS1,1.50814064201439,0.0106513730215621,0.0494325477975061,pseudobulk,edgeR,QLF
9980,cell,NANOS2,-0.178690237304616,0.695178894757211,0.805236131268155,pseudobulk,edgeR,QLF
9981,cell,NANOS3,0.121564713910773,0.83606466421757,0.905181296836462,pseudobulk,edgeR,QLF
9982,cell,NANP,3.17601968669359,4.46661952318407e-10,1.24345354248402e-07,pseudobulk,edgeR,QLF
9983,cell,NANS,0.262311762435964,0.443507352728922,0.600529883346632,pseudobulk,edgeR,QLF
9984,cell,NAP1L1,-0.568615342002256,0.00165760537404713,0.013178881260327,pseudobulk,edgeR,QLF
9985,cell,NAP1L2,-0.162560908419238,0.759585271998478,0.851634076299328,pseudobulk,edgeR,QLF
9986,cell,NAP1L3,0.475077722521867,0.348879827294639,0.512649334592078,pseudobulk,edgeR,QLF
9987,cell,NAP1L4,-0.2819048459042,0.564067539984068,0.703603808987015,pseudobulk,edgeR,QLF
9988,cell,NAP1L5,1.9181573796001,0.000319233476694553,0.00387905068879922,pseudobulk,edgeR,QLF
9989,cell,NAPA,0.866240802835607,0.082245232077982,0.195344208419524,pseudobulk,edgeR,QLF
9990,cell,NAPB,0.508173409266505,0.0246641231867076,0.0881031957324312,pseudobulk,edgeR,QLF
9991,cell,NAPEPLD,2.22075629257332,0.000208481964180175,0.00280158904602927,pseudobulk,edgeR,QLF
9992,cell,NAPG,-0.263732872739572,0.639766430907178,0.762861923055879,pseudobulk,edgeR,QLF
9993,cell,NAPRT,0.334542697660669,0.533360348571362,0.676981097077445,pseudobulk,edgeR,QLF
9994,cell,NAPSA,-0.108087090835083,0.718711775493188,0.822720758346566,pseudobulk,edgeR,QLF
9995,cell,NARF,-0.618429087003979,0.205534380940879,0.360066429351863,pseudobulk,edgeR,QLF
9996,cell,NARS1,0.194265997417678,0.588994724712632,0.722806079698665,pseudobulk,edgeR,QLF
9997,cell,NARS2,0.797987304697207,0.331645860418248,0.496045113017202,pseudobulk,edgeR,QLF
9998,cell,NASP,0.00498729719036574,0.999564430420873,0.999775736256249,pseudobulk,edgeR,QLF
9999,cell,NAT1,0.571095143509435,0.164768315304142,0.311153044148311,pseudobulk,edgeR,QLF
10000,cell,NAT10,0.576673927633242,0.138836678889085,0.276723844265785,pseudobulk,edgeR,QLF
10001,cell,NAT14,-0.0103356613772684,0.981262221267178,0.990598673190408,pseudobulk,edgeR,QLF
10002,cell,NAT16,-0.354092067449704,0.411226481167984,0.57253088950849,pseudobulk,edgeR,QLF
10003,cell,NAT2,0.670118326364222,0.0710949989739668,0.177139182589157,pseudobulk,edgeR,QLF
10004,cell,NAT8,-0.406767430460373,0.368856530308846,0.530898372044185,pseudobulk,edgeR,QLF
10005,cell,NAT8B,-0.229227246383593,0.152173737881221,0.294250939141668,pseudobulk,edgeR,QLF
10006,cell,NAT8L,-0.00397622276800357,0.985225826639095,0.991986460671671,pseudobulk,edgeR,QLF
